smiles,NCI1,group
CCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,1,training
C[C@]1([C@H](CCC1=O)C=O)C(=O)OC,0,training
C1C2CC3CC1CC(C2)(C3)COC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O,0,training
C[C@H](CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@@]45[C@@]3(CC[C@H]4C5)C)OC)C,0,training
CC(=O)N[C@@H](CC1=NC=C(C=C1)O)C(=O)NCC2=CC(=CC=C2)F,0,training
CC(C)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)NC5=CC=CC6=C5C=CC=N6)OC,0,training
CCCCC1=CC=C(C=C1)N2C3=CC=CC=C3N=C4C2=NC(=O)N(C4=O)C,0,valid
COC1=C(C=C(C=C1)/C(=C(/C2=CC(=C(C=C2)OC)OC)\Cl)/C#N)OC,0,training
C1=CC2=C(C=C1Cl)N=NC(=N2)N,0,valid
CC1=CC(=O)OC2=C1C=CC(=C2CNC(CC3=CC=CC=C3)C(=O)O)O,0,test
CC1=C(N=C(O1)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(C)(C)C=C)C3=NC(=C(O3)C)C(=O)OCC=C(C)C,0,training
CCOC(=O)C1=CC(=C(N1C)C2=C(C(=NO2)C)Br)Br,0,training
C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-],0,training
CC1=CC2=C(C(=C1)O)C3=C(C=C2)C(=O)C4=C(C3=O)C=CC=C4O,0,training
C1COCCN1C(=C(/C=C(/[N+](=O)[O-])\Cl)[N+](=O)[O-])N2CCOCC2,0,test
CCN(CC)CCCNC1=C2C(=C(C=C1)[N+](=O)[O-])N=C3C=CC(=CC3=C2NCCCN(CC)CC)OC,0,training
CC1=CC2=C(C=C1C)[N+](=O)C(=C(N2[O-])C)C(=O)/C=C/C3=CC4=C(C=C3)OCO4,0,training
CCCCCCCCC(C)C(=O)N1CCCC1C(=O)N2C(CC(CC2C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C)CC(=O)CC,1,training
C1C2=C(C(=O)N1C3=CC=C(C=C3)C(=O)O)N=C4C(=N2)C(=O)NC(=N4)N,0,training
C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)NCC3=CC=CO3,0,training
C1CCC(CC1)[C@@H]2[C@@H]([C@@H](O[C@@H](O2)C3CCCCC3)C(F)(F)F)C(=O)O,0,training
COC1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)OC)OCC4C(C(C(O4)N5C=NC6=C5N=NN(C6=O)CC7=CC=CC=C7[N+](=O)[O-])O)O,0,training
CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)OC(=O)C)OC(=O)C,0,test
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OCCN(C)C)CCC4=CC(=C(C=C34)OC)O,0,test
CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C(=O)N.[Br-],0,training
C1CCC2=C(C1)C=CC(=C2)CC3CC4=C(C3=O)C5=C(CCCC5)C=C4,0,training
COC(=O)[C@@]1(CC2CN(C1CC2=O)C(=O)OCC3=CC=CC=C3)C4=CC5=CC=CC=C5N4,0,valid
CC1=CC(=C(C(=C1)NC(=O)C)OC)NC(=O)C,0,training
COC1=CC=C(C=C1)N2C(=O)C3C(N(OC3C2=O)C(C4=CC=CC=C4)C(=O)N)C5=CC=C(C=C5)C6=CC=CC=C6,0,training
COC1=CC(=C(C=C1CCl)OC)C2=CC=CC=C2,0,training
CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOCC6)O.Cl,1,training
C1CCC(C(C1)C(=O)NC2=NC3=CC=CC=C3N2)C(=O)O,0,training
C1CCN(CC1)CC2=CC(=C3C=CC=NC3=C2O)/C=N/NC4=NC5=C(C=CC=C5O)C=C4,1,training
CCC1(C(N(C(=O)NC1=O)C2CC(C(O2)CO)O)N=[N+]=[N-])Br,0,training
C1CC(OC1COC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)N5C=CC(=NC5=O)NC(=O)C6=CC=CC=C6,0,valid
C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC(=C(C=C2)OC3=NC=C(C=N3)Br)Cl)N,1,training
CC1(CC(C2=CC3=C(C=C2O1)OCO3)C4=C(C(=CC=C4)OC)O)N5CCCC5,0,training
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)OCC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,0,training
CN1C2=CC=CC=C2N3C1=C(C(=CC3=O)OC)C#N,0,training
CC1=CC2C(CC1)([C@@]3([C@H](C[C@@H]([C@]34CO4)O2)OC(=O)C)C)C,1,training
C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,0,training
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)/C=N/NC(=O)C3=CC=CC=C3O,0,valid
C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,0,training
CC(C)(C)OC(=O)C1=C(N=CC=C1)/C=N/O,0,test
C[C@H]1CC[C@@H]2[C@H](C[C@H]([C@@]([C@@]3(C2=C1C(=O)O3)O)(C)O)C=C(C)C)C,0,test
C/C(=N\NC1=NC2=CC=CC=C2O1)/C3=NC=CC=N3,1,training
C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,0,training
C[C@H](CCCC(C)C)C1CCC2[C@@]1(CCC3[C@H]2CCC4([C@@]3(CCC(C4)OC(=O)C)C)Br)C,0,training
CC1=CC=CC=C1NC(=O)C2=C(NC(=C(C2C3=CC=CC=C3O)C(=O)NC4=CC=CC=C4C)C)C,0,training
C1=CC=C2C(=C1)N(C3=CC=CC=C3[N+]2=O)[O-],0,training
C[C@@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,0,training
CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C,0,training
CC1(CN=CC(C(=O)NC(CN=CC(C(=O)N1)(C)OC)(C)C)(C)OC)C,0,training
CC(C(=O)NC(CCC(=O)NCCNCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-])C(=O)N)NC(=O)C(CCCC(C(=O)OC)N)N.Cl,0,training
CC(C)(C)C(=O)NC1=C(C=CC2=C1N=CN2)C=O,0,training
CN(C)CCCN1C2=C(C3=CC=CC=C3C1=O)C(=O)C4=CC=CC=C42,0,training
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3C([C@@](C2(C)C)(CC1OC(=O)C(C(C5=CC=C(C=C5)F)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1,training
C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](CC2C([C@H](C[C@](O2)(CC(CC(C(CCC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C([C@@H](C(C(O3)C)O)N)O,0,training
C[C@@H](C[C@H]([C@@H](C(C)(C)F)O)O)[C@@H]1CC[C@@]23[C@@]1(C2)CC[C@H]4[C@]3([C@@H](C[C@@H]5[C@@]4(CC[C@@H](C5(C)C)OC(=O)C)C)OC6C(C(C(C(O6)COC(=O)C)O)O)O)C,0,training
C1=CC2=C(C(=O)C(=C(C2=O)N)Br)N=C1,0,training
C1=CC=C2C(=C1)NC(=O)C(=N2)C/C(=N\NC(=O)C3=CC=NC=C3)/C(=O)NC4=CC(=CC(=C4)Cl)Cl,0,test
CC1CCC(C=C1)(C(C)C)OC(=O)C(C)(CCC(C(C)C)(C(=O)OC2CC(C(CC2(C)O)C(C)C)O)O)O,0,training
C1OC2=C(O1)C=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O,1,training
CC(CC1=CC=CC=C1OC)NC.Cl,0,training
COC1=CC2=C(C=C1)C(=O)CC(O2)C3=CC=CC=C3O,0,training
CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C(OC(=C6[C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)C(=O)C8=CC=CC=C8)OC(=O)C9=CC=CC=C9)C,1,test
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C(=O)C(=CC4=O)NC,0,training
CC(=O)C1=C2C=CC=CN2C(=C1C3=CC=CC=C3)C4=CC=C(C=C4)OCCN(C)C,0,training
CC1=CC(=O)OC2=C1C=CC(=C2C)OCCCOC3=C(C4=C(C=C3)C(=CC(=O)O4)C)C,0,training
CCCCN(CCCC)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(CCCC)CCCC.Cl,1,training
C1=CC=C(C=C1)/C=C/C2=CC(=O)C(=CC=C2)NN,0,training
CO[C@H]1C[C@@H](OC2=C(C(=C3C(=C12)O[C@@]45[C@@]3(C(=C(C(=O)C4=CC[C@@H](O5)C6=CC=CC=C6)OC)OC)OC)O)OC)C7=CC=CC=C7,0,training
CC1OC(CC(C1O)N)OC2C3=C(C(=C4C(=O)C5=C(C(=O)C4=C3O)C(=CC=C5)OC)O)CC(C2)(O)/C(=N/NC(=O)CCCCC(=O)N/N=C(/C6(CC7=C(C(=C8C(=O)C9=C(C(=O)C8=C7O)C=CC=C9OC)O)C(C6)OC1OC(C(C(C1)N)O)C)O)\C)/C,1,training
C1C2CC3CC1CC(C2)(C3)N4C(ON=C4C5=CC=CC=C5)C6=CC(=CC=C6)F,0,test
COC1=CC(=CC(=C1OC)OC)OC2=NC3=CC(=C(C=C3N=C2C4=CC=CC=C4)F)F,0,training
CC/C=C/C[C@@H]([C@H]1C[C@@H]2[C@H](O1)C[C@H](O2)[C@@H](C#C)OC(=O)C3=CC=C(C=C3)[N+](=O)[O-])OC(=O)C4=CC=C(C=C4)[N+](=O)[O-],0,training
CN(C)/[N+](=N/OC1=C(C=C(C(=C1)N(C)C2=CC=CC(=C2)C(=O)O)[N+](=O)[O-])[N+](=O)[O-])/[O-],0,training
CC1CC(CC(C1)(C2=CC=CC=C2)OCCN3CCCCC3)(C)C.Cl,0,training
CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4C(=O)C6CCCN6)OC)OC)OC)OC,0,training
CCCCCCCC/C=C/1\CCC(C1=O)CN(C)C.Cl,0,training
C1CC2=NON=C2C(C1)([N+](=O)[O-])[N+](=O)[O-],0,training
CC1=C(N=C(N=N1)N)/C=C\C2=CC=C(C=C2)N(C)C,0,training
CC1=C(C(=O)N(N1)C2=NCCN2)CC3=CC=CC=C3,0,training
COC1=CC2=C(C=C1)C=C(C=C2)C(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC,0,training
CC(=O)OCC1=C(C(C2=CC3=C(C=C2O1)OCO3)C4=CC5=C(C=C4)OCO5)C(=O)O,0,training
C1=CC=C(C=C1)/C=N/NC(=O)CN2C3=C(C=C(C=C3)Br)C4=NC5=CC=CC=C5N=C42,0,training
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,0,training
CCCCC(C(=O)C(C)C)C(=O)C(=O)NC1C2CC3CC(C2)CC1C3,0,training
COC1=CC(=C(C=C1)NC(=O)C(=O)C2CNC(=O)NC2=O)OC,0,training
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC(=NN3)C4=CC=CC=C4,0,training
C[C@@]12CC[C@@H](C1(C)C)[C@@H]3[C@H]2O[C@H](C3)O[C@@H](CN)C4=CC(=C(C(=C4)Cl)OCC5=CC=CC=C5)OCC6=CC=CC=C6,1,training
CC1=C(C(=C(C(=C1C)C)N2C(=O)N(C(=O)N2N3C(=O)N(C(=O)N3C4=C(C(=C(C(=C4C)C)C)C)C)C)C)C)C,0,training
C1=CC=C(C=C1)CNC(=O)C2=CC3=CC=CC=C3OC2=NC4=CC=CC=C4F,0,training
CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,0,training
CCC1C(C(=O)N1)NC(=O)OC,0,test
C1CC2C3C1C(C2=O)C(C3)N.Cl,0,training
C[C@H]1CCC2[C@]3(CC[C@@H](C(C3CC[C@]2(C14CC5=C(O4)C(=CC(=C5OC(=O)C)OC(=O)C)C)C)(C)C)OC(=O)C)C,0,training
C1=CC=C2C(=C1)C=CC3=C2C4=C(C(=N3)C5=C(C=C(C=C5)O)O)C(=O)C6=CC=CC=C64,0,training
C1=CC(=C[N+](=C1)[O-])CNC(=O)N(CCCl)N=O,0,test
CCOC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42,0,training
COC1=CC2=C(C=C1)C3=C(C2=O)C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)N3CCCCl,0,training
CN(C1=CC=CC=C1)C(=O)C2(CC2)C(=O)C=[N+]=[N-],0,training
COC1=CC=C(C=C1)C23[C@H]4[C@H](C(=O)N(C4=O)C5=CC=CC=C5)ON2C6=CC=CC=C6C3=O,0,training
CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,1,training
C1CCN(CC1)C2=CC3=[N+](ON=C3C=C2[N+](=O)[O-])[O-],0,training
C1=CC=C(C=C1)C2=NN3C(=C(C=N3)C4=NC(=NC=C4)NC5=CC=CC(=C5)C(F)(F)F)C=C2,0,training
CC1(CC(=C(C(=O)C1)C=NC(=O)C2=CC=NC=C2)O)C,0,training
CC1=[N+]2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1.[Br-],0,training
CCOC(=O)/C=C(\C(=O)OCC)/N1C=CC(=O)N(C1=O)CC2=CN=NN2CCCCOC(=O)C,0,valid
CCOC1=CC=C(C=C1)N2C(=O)NC3(C2(N(C(=O)N3C)C)C4=CC=CC=C4)C5=CC=CC=C5,0,training
CN1CCN(CC1)CC2=NC3=CC=CC4=C3C(=[N+]2[O-])C5=CC=CC=C45,0,test
C1=CC=NC(=C1)/C=N/NC2=NC=C(C=C2)Cl,1,training
CCC(C)(C)NC1=C(C(=O)C2=CC=CC=C2C1=O)NC(=O)C,0,training
COC1=C(C=C2C(=C1)C(=O)N3CCC[C@H]3C=N2)OCCCNC(=O)C4=CC=CC5=C4NC6=CC=CC=C6C5=O,1,training
CC[C@@H]([C@@H](C)O)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CN=C(C=C3C)C,1,training
CCOC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)N=CC=C4,0,training
CC1=C2C(=CC=C1)C3=C(N2)NC(=O)NC3=O,0,training
C/C=C/C/C=C/CCC(=O)C1C(O1)C(=O)N,0,training
C1=CC(=C(C=C1O)/C=C(\C#N)/C(=O)N)O,0,training
C[N+]12CCN(C3=CC=CC=C31)C4=CC=CC=C24.[O-]Cl(=O)(=O)=O,0,training
C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)CCCOC3=CC=C(C=C3)N.Cl,1,training
C1=CC=C(C=C1)C(=O)NC2=NC=CC3=C2C=CN3C4=CC=C(C=C4)NC(=O)NC5=CC(=C(C=C5)Cl)Cl,0,training
C1=CC(=CC=C1[C@@H]2[C@H](C3=C4C([C@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)[C@@H]7[C@H](C8=C(C=C(C=C8O)O)C9[C@H](OC1=CC(=CC7=C91)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O,1,training
C1=CC=C(C(=C1)/C=N/C2=C(N=C3N2C=CC=C3)C4=CC=CO4)OCC5=C(C=C(C=C5)Cl)Cl,0,training
C[C@@H](CC(C(C(C)(C)O)O)O)C1CCC23C1(C2)CCC4[C@]3(C(CC5[C@@]4(CCC(C5(C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C,0,training
CC1=CC2=C(C=C1OC)C(=C(N2C)Cl)/C=C/3\C4=C(C=CC(=C4)F)NC3=O,1,training
COC1=CC2=CC3=C4C(=CC(=C(C4=C2C=C1OC)OC)OC)CCN3C(=O)CCC(=O)O,0,valid
CC(=O)NC1=CC=C(C=C1)CC[C@H]2CCC/C=C/[C@@H]3C[C@@H](C[C@H]3[C@@H](/C=C/C(=O)O2)O)O,1,training
CC1=NC2=CN3CCCCCC3=C2C(=O)N1,0,training
C1=CC=C(C=C1)/C(=N\NC(=O)NN)/CC2(C3=C(C=CC(=C3)Br)NC2=O)O,0,test
CC(C)(C)OC(=O)C12C3C4C1C5C2C3C45C(=O)OC,0,training
C[C@@H]([C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2(C5(CC[C@@]6([C@H]([C@H]5O3)O6)C)COC(=O)[C@@H]7[C@](O7)([C@H](CO1)O)C)C)CO4)O,1,training
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,0,training
C1=CC(=NC(=C1)/C=C/C2=CC(=C(C(=C2)Br)O)Br)/C=C/C3=CC(=C(C(=C3)Br)O)Br,0,training
COC1=C(C=C2C=C(C=CC2=C1)CC(=O)O)OC,0,training
CC1CCC2([C@]3(C1=CC(=O)C(C3)O)C)OCCO2,0,training
CC(C)C(C1=CC=CC=C1)(C(=O)OCC2=CC3CCN2CC3)O.Cl,0,training
CC(C)(C)OC(=O)NC1CCCCC1NC(=O)C(=O)NC2CCCCC2NC(=O)OC(C)(C)C,0,training
C1=CC=C2C(=C1)C=CC3=C2C(OC3=O)(C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,0,training
C/C(=N/O)/C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=C2)N4C=CN=C4,0,training
CC1(CC2=NC3=C(C4=CC=CC=C4C=C3)C(=C2C(=O)C1)C5=CC=C(C=C5)NC(=O)CCCCCCCCC(=O)NC6=CC=C(C=C6)C7=C8C(=NC9=C7C1=CC=CC=C1C=C9)CC(CC8=O)(C)C)C,0,training
CCCCCCCCCC1=CC(=CC=C1)N2C(=NC(=NC2(C)C)N)N.Cl,1,training
CC1=CC=CC=C1C2=NC3=C(C=CC=C3OC)C(=O)O2,0,valid
CC(C)N(C(C)C)C(=O)C1(C2=CC=CC=C2C=CC3=CC=CC=C31)O,0,training
CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)OC8C(C(C(C(O8)C(=O)O)O)O)O)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)O)O,0,training
CC1=[N+](C(N(C1(C)C)O)(C)C)[O-],0,training
C1CC2=NC(=C(N2C1)C3=CC4=C(C=C3)OCO4)C5=CC=CC=N5,0,training
CCCCCC1=C(C(=O)NC2=C1C=CC(=C2)CNCC(OC)OC)CCCC,0,training
C1=CC=C(C(=C1)C(=O)C(C2C3C=CC=CC3C(=O)O2)C(=O)C(=O)NC4=CC(=CC=C4)[N+](=O)[O-])F,0,training
C1=CC=C2C(=C1)C=CC(=C2/C=C/C(=O)C3=CC=C(C=C3)[N+](=O)[O-])O,0,training
C1=NC(=C(C(=N1)Cl)N)NCCCCCCCCCCCCNC2=C(C(=NC=N2)Cl)N,0,training
CCOC1=CC=C(C=C1)NC(=O)C(=O)C(C2C3=CC=CC=C3C(=O)O2)C(=O)C4=CC5=CC=CC=C5C=C4,0,valid
CC1C(C(CC(O1)OC)(C2=CC=CC=C2)N)O,0,training
COC1=CC=C(C=C1)N=NC2=C(CCC2=O)O,0,training
COC1=CC(=C(C=C1/C=C/C2=CC=CC=N2)OC)OC,0,test
C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4O)O)C5=CC(=O)C6=C(O5)C(=C(C=C6O)O)C7=C(C=CC(=C7O)O)C8=CC(=O)C9=C(C=C(C=C9O8)O)O)O)O,0,training
C/C=C\1/CN2CCC34C2CC1C5C3N(C6=CC=CC=C46)C(=O)C(=C5)C7CC89C1N7C/C(=C/C)/C(C1)C1C8N(C(=O)C=C1)C1=CC=CC=C91,0,training
C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=C(C#N)C#N,0,training
CCCC1=[N+](C=CN1CC2=CC3=CC=CC=C3C=C2)CC4=CC5=CC=CC=C5C=C4,0,training
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6CN(CC7=CC(=C(C(=C67)O3)OC)OC)C)O)OC,0,training
C1CCN(CC1)CC2CCCC(C2=O)CN3CCCCC3.Br,0,valid
CC1=C2C=C[C@H]3[C@@]4(C[C@H]([C@@H]([C@]4(CC(=O)[C@]3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)[C@](C)(C(=O)CCC(C)(C)O)O)O)C,0,training
COC1=C(C=CC(=C1)/C=C/C2=NC3=C(C=C2)C(=CC(=C3O)Br)Br)O,0,training
C1[C@@H](C=C[C@]23C1N(CC2O)CC4=CC5=C(C=C34)OCO5)O,0,training
CC(C)C(CC/C(=C/Cl)/C(=C)Cl)Br,0,training
CC\1=NN(C(=O)/C1=C/C2=CC(=CC=C2)O)C(=O)C3=CC=CC=C3O,0,valid
CN(CC1=CNC2=CC=CC=C21)CC(=O)O,0,training
CC(C(=O)NCC1=CC=C(C=C1)C(F)(F)F)C(=O)NC(C)C(=O)N,0,training
CC(=O)C1=C(N(C2=CC=CC=C2[N+]1=O)[O-])C(F)(F)F,0,valid
C1=CC=C(C=C1)C(=O)C2=C(N(C3=C([N+]2=O)C=C(C=C3)C(F)(F)F)[O-])C(F)(F)F,1,training
CC1=NC=C(N1CC[N+](C)(CCCCN2C=CN=C2[N+](=O)[O-])[O-])[N+](=O)[O-].[Cl-],0,training
CC(C)[C@@H](C(=O)O)NC(=O)[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)N.C(=O)(C(F)(F)F)O,0,training
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,0,training
CCCCCCCCC/C=C\1/CC(OC1=O)(CO)COC(=O)C2CCCCC2,0,training
CC1=C(C2=CC=CC=C2C(=C1NC(=O)C(=O)N=NC(=O)C3=CC=NC=C3)O)O,0,training
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,0,training
C[C@]12CCCC(C1(CCC2=O)C)O,0,training
COC1=CC(=CC(=C1OC)OC)/C=C\C2=CC=NC=C2,0,training
CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,0,training
COC1=CC(=C(C2=C1C=CCC2C3=CC(=C(C=C3OC)OC)OC)OC)OC,0,valid
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=C(C=C2)N=O)C(=O)OC,0,training
COC1=CC=C(C=C1)/C(=N\NC2=CC=CC=N2)/C3=CC=CC=N3,1,training
C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C[C@@H](C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O,1,valid
C1=CC(=CC=C1C(=N)N)N=NC2=C(C=CC3=CC4=C(C=CC(=C4N=NC5=CC=C(C=C5)C(=N)N)O)C=C32)O.Cl,0,training
CC(C)(C)C1=CC2=C(C(=C1)CC3=CC(=CC(=C3O)CC4=CC(=CC(=C4O)CC5=CC(=CC(=C5O)CC6=CC(=CC(=C6O)CC7=C(C(=CC(=C7)C(C)(C)C)CC8=C(C(=CC(=C8)C(C)(C)C)CC9=C(C(=CC(=C9)C(C)(C)C)C2)O)O)O)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)O,0,training
CC1=CC2=C(C=C1)[N+](=C(N=[N+]2[O-])NC(=O)C)[O-],0,training
CC1=C2[C@H](C(=O)[C@@]3([C@H](CC4C(C3C([C@@](C2(C)C)(C[C@@H]1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)OC(=O)CCCC(=O)NCCCN(C)C)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C.Cl,1,training
CC(C)(C)OC[C@@H](CC#N)O,0,training
CN(CCNC(=O)C1=CNC2=C1C=CC3=CC=CC=C32)CCNC(=O)C4=CNC5=C4C=CC6=CC=CC=C65,0,training
C1CCC2(C1)/C(=N/O)/C3(CCCC3)NC2=O,0,training
CC(=O)OC1=CC=CC=C1C(=O)/C=C/C2=CC(=CC=C2)[N+](=O)[O-],0,valid
CC(C)CC(C(=O)NC(CCC(=O)OCC1=CC=C(C=C1)[N+](=O)[O-])C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])NC(=O)OC(C)(C)C,0,training
CC1CCCCN1CCCN2C3=C(C=C(C=C3)C(CC(=O)N)NC(=O)NC4=CC=CC=C4C)N=C2C5=CC(=CC=C5)OC6=CC=C(C=C6)C(C)(C)C,0,training
CCOC(=O)C12CCC(O1)(C(=C2C(=O)OC)C(=O)OC)C3=C(C=CC=C3C)C,0,valid
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,1,training
COC1=CC2=C(CCCOC2=O)C=C1,0,training
C1=C(C(=NC(=C1C#N)Cl)N)C#N,0,training
C1CN=C(N1)NN2C(=O)C3=CC=CC=C3C2=O,0,valid
C1=CC(=CC=C1NC2=NC=NC3=C2C=C(C=C3)NC(=O)N)Cl,1,training
C[C@H]1[C@@H]2C[C@@H]3[C@@]45CO[C@@]([C@@H]4[C@H](C(=O)O3)OC(=O)CC(C)C)([C@H]([C@@H]([C@@H]5[C@]2(C=C(C1=O)OC6C(C(C(C(O6)CO)O)O)O)C)O)O)C(=O)O,0,training
C1=CC=C2C(=C1)C(=C(N2)O)/C=C\3/C=C4C5=CC=CC=C5N=C4C(=N3)C6=CC=C(C=C6)F,0,training
C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C/C(=C\C5=CC=NC=C5)/[C@@H]4O)C)O,0,training
COC1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2CNC3=NC(=NC=C3Cl)NC4=CC=C(C=C4)OCCN5CCCC5,0,training
C1CN(C(C2=C1C3=CC=CC=C3N2)C4=CN=CC=C4)C(=O)CN5CCN(CC5)C6=CC(=CC=C6)Cl,0,training
COC(=O)C1=CN=C(C=N1)Cl,0,valid
C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)NC3=C(C(=NC=N3)OC4=CC(=C5C(=C4F)C=C(N5)C)F)C#N,0,test
CC(=O)C(C1=NC2=C(C=C(C=C2)Cl)NC1=O)C(=O)C(=O)NC3=CC(=CC=C3)OC,0,training
C[C@@]12CC/C=C(\CC[C@@H]3[C@@H]([C@@H]1O2)OC(=O)C3=C)/COC(=O)C4=CN=C(C=C4)Cl,0,training
